https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011293.pub3/full| Allergy & intolerance | Sublingual immunotherapy for asthma | Rebecca Fortescue, Kayleigh M Kew, Marco Shiu Tsun Leung | 14 September 2020
https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013278.pub2/full | Child health | Early treatment versus expectant management of hemodynamically significant patent ductus arteriosus for preterm infants | Souvik Mitra, Alexandra Scrivens, Adelaide M Kursell, Tim Disher | 10 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012123.pub2/full | Child health | N‐acetylcysteine for non‐paracetamol (acetaminophen)‐related acute liver failure | Jacky TP Siu, Trina Nguyen, Ricky D Turgeon | 9 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003048.pub4/full | Child health | Probiotics for treating acute infectious diarrhoea | Shelui Collinson, Andrew Deans, April Padua-Zamora, Germana V Gregorio, Chao Li, Leonila F Dans, Stephen J Allen | 8 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012875.pub2/full | Child health | Effects of oral vitamin D supplementation on linear growth and other health outcomes among children under five years of age | Samantha L Huey, Nina Acharya, Ashley Silver, Risha Sheni, Elaine A Yu, Juan Pablo Peña-Rosas, Saurabh Mehta | 8 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011393.pub2/full | Child health | Interventions for itch in people with advanced chronic kidney disease | Daniel Hercz, Simon H Jiang, Angela C Webster | 7 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006768.pub3/full | Child health | Interventions for convergence insufficiency: a network meta‐analysis | Mitchell Scheiman, Marjean T Kulp, Susan A Cotter, John G Lawrenson, Lin Wang, Tianjing Li | 2 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007652.pub7/full | Child health | Gene therapy for sickle cell disease | Abiola Olowoyeye, Charles I Okwundu | 30 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001480.pub6/full | Child health | Pneumococcal conjugate vaccines for preventing acute otitis media in children | Joline LH Sévaux, Roderick P Venekamp, Vittoria Lutje, Eelko Hak, Anne GM Schilder, Elisabeth AM Sanders, Roger AMJ Damoiseaux | 24 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013465.pub2/full | Child health | Individualized versus standard diet fortification for growth and development in preterm infants receiving human milk | Veronica Fabrizio, Jennifer M Trzaski, Elizabeth A Brownell, Patricia Esposito, Shabnam Lainwala, Mary M Lussier, James I Hagadorn | 23 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006207.pub5/full | Child health | Physical interventions to interrupt or reduce the spread of respiratory viruses | Tom Jefferson, Chris B Del Mar, Liz Dooley, Eliana Ferroni, Lubna A Al-Ansary, Ghada A Bawazeer, Mieke L Driel, Mark A Jones, Sarah Thorning, Elaine M Beller, Justin Clark, Tammy C Hoffmann, Paul P Glasziou, John M Conly | 20 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013114.pub2/full | Child health | Mechanically assisted walking training for walking, participation, and quality of life in children with cerebral palsy | Hsiu-Ching Chiu, Louise Ada, Theofani A Bania | 18 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013162.pub2/full | Child health | Cognitive behavioural therapy for anxiety disorders in children and adolescents | Anthony C James, Tessa Reardon, Angela Soler, Georgina James, Cathy Creswell | 16 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011772.pub3/full | Child health | Rufinamide add‐on therapy for drug‐resistant epilepsy | Mariangela Panebianco, Hemanshu Prabhakar, Anthony G Marson | 8 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011803.pub2/full | Child health | Band ligation versus sclerotherapy for primary prophylaxis of oesophageal variceal bleeding in children with chronic liver disease or portal vein thrombosis | Juan Cristóbal Gana, Lorena I Cifuentes, Daniela Gattini, Romina Torres-Robles | 6 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013132.pub2/full | Child health | Pharmacological treatment for continuous spike‐wave during slow wave sleep syndrome and Landau‐Kleffner Syndrome | Luca Moresco, Matteo Bruschettini, Maria Grazia Calevo, Laura Siri | 6 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003067.pub5/full | Child health | Pit and fissure sealants versus fluoride varnishes for preventing dental decay in the permanent teeth of children and adolescents | Wafa Kashbour, Puneet Gupta, Helen V Worthington, Dwayne Boyers | 4 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013218.pub2/full | Child health | Rapid diagnostic tests for <i>Plasmodium vivax</i> malaria in endemic countries | Ridhi Agarwal, Leslie Choi, Samuel Johnson, Yemisi Takwoingi | 4 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013449.pub2/full | Child health | Myofunctional therapy (oropharyngeal exercises) for obstructive sleep apnoea | José-Ramón Rueda, Iranzu Mugueta-Aguinaga, Jordi Vilaró, Mikel Rueda-Etxebarria | 3 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013288.pub2/full | Child health | Specialised early intervention teams for recent‐onset psychosis | Stephen Puntis, Amedeo Minichino, Franco De Crescenzo, Rachael Harrison, Andrea Cipriani, Belinda Lennox | 2 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013287.pub2/full | Child health | Specialised early intervention teams (extended time) for recent‐onset psychosis | Stephen Puntis, Amedeo Minichino, Franco De Crescenzo, Rachael Harrison, Andrea Cipriani, Belinda Lennox | 2 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006811.pub4/full | Child health | Interventions to reduce body temperature to 35 ⁰C to 37 ⁰C in adults and children with traumatic brain injury | Sharon R Lewis, Philip E Baker, Peter JD Andrews, Andrew Cheng, Kiran Deol, Naomi Hammond, Manoj Saxena | 31 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013400.pub2/full | Child health | Physical activity interventions for people with congenital heart disease | Craig A Williams, Curtis Wadey, Guido Pieles, Graham Stuart, Rod S Taylor, Linda Long | 28 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010686.pub2/full | Child health | Virtual reality distraction for acute pain in children | Veronica Lambert, Patrick Boylan, Lorraine Boran, Paula Hicks, Richard Kirubakaran, Declan Devane, Anne Matthews | 22 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008312.pub4/full | Child health | Strategies for improving adherence to antiepileptic drug treatment in people with epilepsy | Sinaa Al-aqeel, Olga Gershuni, Jawza Al-sabhan, Mickael Hiligsmann | 22 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012829.pub2/full | Consumer & communication strategies | Interventions to increase patient and family involvement in escalation of care for acute life‐threatening illness in community health and hospital settings | Nicola J Mackintosh, Rachel E Davis, Abigail Easter, Hannah Rayment-Jones, Nick Sevdalis, Sophie Wilson, Mary Adams, Jane Sandall | 8 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008312.pub4/full | Consumer & communication strategies | Strategies for improving adherence to antiepileptic drug treatment in people with epilepsy | Sinaa Al-aqeel, Olga Gershuni, Jawza Al-sabhan, Mickael Hiligsmann | 22 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013680/full | Consumer & communication strategies | Targeted client communication via mobile devices for improving sexual and reproductive health | Melissa J Palmer, Nicholas Henschke, Gemma Villanueva, Nicola Maayan, Hanna Bergman, Claire Glenton, Simon Lewin, Marita S Fønhus, Tigest Tamrat, Garrett L Mehl, Caroline Free | 14 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013679/full | Consumer & communication strategies | Targeted client communication via mobile devices for improving maternal, neonatal, and child health | Melissa J Palmer, Nicholas Henschke, Hanna Bergman, Gemma Villanueva, Nicola Maayan, Tigest Tamrat, Garrett L Mehl, Claire Glenton, Simon Lewin, Marita S Fønhus, Caroline Free | 14 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012419.pub2/full | Consumer & communication strategies | Interventions for improving medication‐taking ability and adherence in older adults prescribed multiple medications | Amanda J Cross, Rohan A Elliott, Kate Petrie, Lisha Kuruvilla, Johnson George | 8 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013124.pub2/full | Consumer & communication strategies | Interventions for involving older patients with multi‐morbidity in decision‐making during primary care consultations | Joanne E Butterworth, Rebecca Hays, Sinead TJ McDonagh, Suzanne H Richards, Peter Bower, John Campbell | 28 October 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013447/full | Consumer & communication strategies | Clients’ perceptions and experiences of targeted digital communication accessible via mobile devices for reproductive, maternal, newborn, child, and adolescent health: a qualitative evidence synthesis | Heather MR Ames, Claire Glenton, Simon Lewin, Tigest Tamrat, Eliud Akama, Natalie Leon | 14 October 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012582.pub2/full | Consumer & communication strategies | Interventions to help support caregivers of people with a brain or spinal cord tumour | Florien W Boele, Alasdair G Rooney, Helen Bulbeck, Paula Sherwood | 2 July 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009912.pub2/full | Consumer & communication strategies | Psychosocial interventions for informal caregivers of people living with cancer | Charlene J Treanor, Olinda Santin, Gillian Prue, Helen Coleman, Chris R Cardwell, Peter O'Halloran, Michael Donnelly | 17 June 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012578.pub2/full | Consumer & communication strategies | Interventions for promoting participation in shared decision‐making for children and adolescents with cystic fibrosis | Helen Malone, Susan Biggar, Sheila Javadpour, Zai Edworthy, Greg Sheaf, Imelda Coyne | 23 May 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012533.pub2/full | Consumer & communication strategies | Telephone interventions, delivered by healthcare professionals, for providing education and psychosocial support for informal caregivers of adults with diagnosed illnesses | Margarita Corry, Kathleen Neenan, Sally Brabyn, Greg Sheaf, Valerie Smith | 14 May 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007131.pub4/full | Consumer & communication strategies | Interventions to promote patient utilisation of cardiac rehabilitation | Carolina Santiago de Araújo Pio, Gabriela SS Chaves, Philippa Davies, Rod S Taylor, Sherry L Grace | 1 February 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012471.pub2/full | Consumer & communication strategies | Information or education interventions for adult intensive care unit (ICU) patients and their carers | Sharon R Lewis, Michael W Pritchard, Oliver J Schofield‐Robinson, David JW Evans, Phil Alderson, Andrew F Smith | 13 October 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003751.pub4/full | Consumer & communication strategies | Communication skills training for healthcare professionals working with people who have cancer | Philippa M Moore, Solange Rivera, Gonzalo A Bravo‐Soto, Camila Olivares, Theresa A Lawrie | 24 July 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006732.pub4/full | Consumer & communication strategies | Interventions for increasing the use of shared decision making by healthcare professionals | France Légaré, Rhéda Adekpedjou, Dawn Stacey, Stéphane Turcotte, Jennifer Kryworuchko, Ian D Graham, Anne Lyddiatt, Mary C Politi, Richard Thomson, Glyn Elwyn, Norbert Donner‐Banzhoff | 19 July 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010038.pub3/full | Consumer & communication strategies | Face‐to‐face interventions for informing or educating parents about early childhood vaccination | Jessica Kaufman, Rebecca Ryan, Louisa Walsh, Dell Horey, Julie Leask, Priscilla Robinson, Sophie Hill | 8 May 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011736.pub2/full | Consumer & communication strategies | E‐learning for health professionals | Alberto Vaona, Rita Banzi, Koren H Kwag, Giulio Rigon, Danilo Cereda, Valentina Pecoraro, Irene Tramacere, Lorenzo Moja | 22 January 2018

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011707.pub2/full | Consumer & communication strategies | Different communication strategies for disclosing a diagnosis of schizophrenia and related disorders | Saeed Farooq, Rupinder K Johal, Charlotte Ziff, Farooq Naeem | 24 October 2017

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001431.pub5/full | Consumer & communication strategies | Decision aids for people facing health treatment or screening decisions | Dawn Stacey, France Légaré, Krystina Lewis, Michael J Barry, Carol L Bennett, Karen B Eden, Margaret Holmes‐Rovner, Hilary Llewellyn‐Thomas, Anne Lyddiatt, Richard Thomson, Lyndal Trevena | 12 April 2017

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011396.pub2/full | Consumer & communication strategies | Interventions for raising breast cancer awareness in women | Máirín O'Mahony, Harry Comber, Tony Fitzgerald, Mark A Corrigan, Eileen Fitzgerald, Elizabeth A Grunfeld, Maura G Flynn, Josephine Hegarty | 10 February 2017

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011787.pub2/full | Consumer & communication strategies | Parents' and informal caregivers' views and experiences of communication about routine childhood vaccination: a synthesis of qualitative evidence | Heather MR Ames, Claire Glenton, Simon Lewin | 7 February 2017

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009921.pub2/full | Consumer & communication strategies | Automated telephone communication systems for preventive healthcare and management of long‐term conditions | Pawel Posadzki, Nikolaos Mastellos, Rebecca Ryan, Laura H Gunn, Lambert M Felix, Yannis Pappas, Marie‐Pierre Gagnon, Steven A Julious, Liming Xiang, Brian Oldenburg, Josip Car | 14 December 2016

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008970.pub3/full | Consumer & communication strategies | Interventions for promoting participation in shared decision‐making for children with cancer | Imelda Coyne, Dónal P O'Mathúna, Faith Gibson, Linda Shields, Edith Leclercq, Greg Sheaf | 29 November 2016

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011360.pub2/full | Consumer & communication strategies | Written information for patients (or parents of child patients) to reduce the use of antibiotics for acute upper respiratory tract infections in primary care | Jack W O'Sullivan, Robert T Harvey, Paul P Glasziou, Amanda McCullough | 25 November 2016

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010825.pub2/full | Consumer & communication strategies | Time‐limited home‐care reablement services for maintaining and improving the functional independence of older adults | Andy Cochrane, Mairead Furlong, Sinead McGilloway, David W Molloy, Michael Stevenson, Michael Donnelly | 11 October 2016

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012568.pub2/full | Dentistry & oral health | Adjunctive systemic antimicrobials for the non‐surgical treatment of periodontitis | Shivi Khattri, Sumanth Kumbargere Nagraj, Ankita Arora, Prashanti Eachempati, Chandan Kumar Kusum, Kishore G Bhat, Trevor M Johnson, Giovanni Lodi | 16 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003067.pub5/full | Dentistry & oral health | Pit and fissure sealants versus fluoride varnishes for preventing dental decay in the permanent teeth of children and adolescents | Wafa Kashbour, Puneet Gupta, Helen V Worthington, Dwayne Boyers | 4 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004346.pub5/full | Dentistry & oral health | Recall intervals for oral health in primary care patients | Patrick A Fee, Philip Riley, Helen V Worthington, Janet E Clarkson, Dwayne Boyers, Paul V Beirne | 14 October 2020
